name,idn,address,tvc,district,state,pincode,landline,website,h_email,h_name,h_designation,h_type,h_joining,h_te,h_re,h_ie,h_landline,h_fax,h_email
"INDO-GERMAN TOOL ROOM,INDORE",1-481942981,"291/B-302/A, SECTOR-E, SANWER ROAD, INDORE, INDORE, Madhya Pradesh, 452015",INDORE,INDORE,Madhya Pradesh,452015,731 - 4210700,www.igtr-indore.com,indigtr@sancharnet.in,PRAMOD JOSHI,SR. ENGINEER,Regular,19-Mar-12,30 years,0 years,30 years,731 - 4210701,7312720353,indigtr@sancharnet.in
INDO-SWISS TRAINING CENTRE,1-455718741,"PRINCIPAL, INDO-SWISS TRAINING CENTRE SECTOR-30, CHANDIGARH, CHANDIGARH, Chandigarh, 160030",CHANDIGARH,CHANDIGARH,Chandigarh,160030,172 - 2657264,www.csio.res.in,principalistc@gmail.com,VARINDER PAL SINGH KALSI,SENIOR PRINCIPAL SCIENTIST,Regular,24-Aug-77,3 years,35 years,1 years,172 - 2657264,2657264,principalistc@gmail.com
INDO-UNIVERSAL COLLEGE OF MANAGEMENT & TECHNOLOGY,1-511915001,"262- SOUTH DELHI APPT PLOT NO-8 DWARKA DELHI, SOUTH WEST DELHI, DELHI, Delhi, 110075",BAOLI,BAGPAT,Uttar Pradesh,250611,1234 - 292266,www.iucmt.techpoly.org,info.iucmt@gmail.com,DHARAMPAL SANGWAN,DIRECTOR(F),Regular,01-Aug-09,25 years,2 years,3 years,1664 - 292266,25087169,arunk3042@gmail.com
INDORE INDIRA BUSINESS SCHOOL,1-10152184,"24/A, SANGAM NAGAR , INDORE, INDORE, INDORE, Madhya Pradesh, 452012",INDORE,INDORE,Madhya Pradesh,452015,731 - 6684150,www.indoreindirabusinessschool.com,profsarabjeet@yahoo.com,YOGITA CHANDEL,JOINT SECRETARY,Regular,29-Dec-10,17 years,0 years,0 years,731 - 4262150,6684198,profsarabjeet@yahoo.com
INDORE INDIRA INSTITUTE OF BUSINESS MANAGEMENT,1-6217333,"24/A, SANGAM NAGAR , INDORE, INDORE, INDORE, Madhya Pradesh, 452012",INDORE,INDORE,Madhya Pradesh,452015,731 - 6684150,www.indoreindira.com,profsarabjeet@yahoo.com,DR. RACHANA BAJAJ,JOINT SECRETARY,Regular,29-Dec-10,15 years,3 years,0 years,731 - 4262150,6684198,profsarabjeet@yahoo.com
INDORE INSTITUTE OF COMPUTER APPLICATION,1-8632071,"OPP IIM, PITHAMPUR ROAD, RAU, INDORE, INDORE, INDORE, Madhya Pradesh, 453331",INDORE,INDORE,Madhya Pradesh,453331,731 - 4010580,www.indoreinstitute.com,mca@indoreinstitute.com,DR ASHISH BANSAL,DEPUTY REGISTRAR,Regular,06-May-12,11 years,5 years,8 years,731 - 4010580,4010502,gd@indoreinstitute.com
INDORE INSTITUTE OF MANAGEMENT AND RESEARCH,1-481810821,"503 PT -5 SHALIMAR TOWNSHIP, A B RAOD INDORE M P, INDORE, INDORE, Madhya Pradesh, 452010",INDORE,INDORE,Madhya Pradesh,453331,731 - 4010547,www.indoreinstitute.com,mba@indoreinstitute.com,MAYANK SAXENA,PRINCIPAL,Regular,12-Jan-15,15 years,3 years,2 years,731 - 4010547,4010502,mayank.saxenal@indoreinstitute.com
INDORE INSTITUTE OF PHARMACY,1-10297546,"OPP. IIM, PITHAMPUR ROAD RAU, INDORE, INDORE, Madhya Pradesh, 453331",INDORE,INDORE,Madhya Pradesh,453331,731 - 4010600,www.indoreinstitute.com,principal@indoreinstitute.com,PRAFUL BHARADIA,PRINCIPAL,Regular,15-Sep-04,20 years,5 years,2 years,731 - 4010603,4010502,pharmacy@indoreinstitute.com
INDORE INSTITUTE OF PHARMACY (INDORE POLYTECHNIC).,1-440030851,"OPP.IIM, PITHAMPUR ROAD, RAU, INDORE., INDORE, RAU, Madhya Pradesh, 453331",RAU,INDORE,Madhya Pradesh,453331,731 - 4010600,www.indoreinstiute.com,pharmacy@indoreinstitute.com,Prof. Umesh Parekh,PRINCIPAL,Regular,01-Aug-13,22 years,1 years,10 years,731 - 4010600,4010502,pharmacy@indoreinstitute.com
INDORE INSTITUTE OF SCIENCE AND TECHNOLOGY,1-4279771,"OPP. IIM, PITHAMPUR ROAD, RAU, INDORE, INDORE, Madhya Pradesh, 453331",INDORE,INDORE,Madhya Pradesh,453331,731 - 4010520,www.indoreinstitutte.com,principal@indoreinstitute.com,DR. JOY BANERJEE,DIRECTOR,Regular,03-Nov-14,11 years,0 years,24 years,731 - 4010521,4010522,principal@indoreinstitute.com
INDORE INSTITUTE OF SCIENCE AND TECHNOLOGY (II),1-7334211,"76 VALLABH NAGAR, STREET NO.4 INDORE, INDORE, INDORE, Madhya Pradesh, 452003",INDORE,INDORE,Madhya Pradesh,453331,731 - 4010610,www.indoreinstitute.com,engineering2@indoreinstitute.com,PAREEMITA CHANCHANI,PRINCIPAL,Regular,27-Jan-15,11 years,0 years,0 years,731 - 4010610,4010602,engineering2@indoreinstitute.com
INDORE MANAGEMENT INSTITUTE AND RESEARCH CENTRE,1-22729991,"33 SCHEME NO 51, NEAR SANGAM NAGAR, INDORE, INDORE, Madhya Pradesh, 452006",INDORE,INDORE,Madhya Pradesh,452020,731 - 2527588,www.imi.ac.in,advrahulsethi@gmail.com,SAPNA AWASTHI,MEMBER GOVERNING BODY,Regular,23-Jan-14,18 years,5 years,0 years,731 - 2527587,2527688,risahabhsethi1989@gmail.com
INDORE WOMEN'S POLYTECHNIC COLLEGE,1-475485431,"INDORE WOMEN'S POLYTECHNIC COLLEGE, RAJENDRA NAGAR, INDORE, INDORE, Madhya Pradesh, 452012",INDORE,INDORE,Madhya Pradesh,452012,731 - 2321906,www.gwpci.nic.in,principaliwpci@yahoo.co.in,RAM NARAIN TIWARI,PRINCIPAL,Regular,28-Jul-14,25 years,0 years,0 years,731 - 2321906,7312321906,principaliwpci@yahoo.co.in
INDOTECH COLLEGE OF ENGINEERING,1-13120911,"N3/32 NAYAPALLI IRC VILLAGE ., KHORDHA, BHUBANESWAR, Orissa, 751015",BHUBANESWAR,KHORDHA,Orissa,752056,674 - 6743269756,www.indotech.ac.in,indotechengg@gmail.com,RAVI PEDDINTI,ASTT. PROF,Regular,10-Jun-09,20 years,2 years,2 years,674 - 3269756,6742595433,indotechengg@gmail.com
INDRA GANESAN COLLEGE OF ENGINEERING,1-5177771,"MADURAI MAIN ROAD (NH 45B), MANIKANDAM,TIRUCHIRAPPALLI,620012, TIRUCHIRAPPALLI, TIRUCHIRAPPALLI, Tamil Nadu, 620012",TIRUCHIRAPPALLI,TIRUCHIRAPPALLI,Tamil Nadu,620012,431 - 2906565,www.igceng.in,director@igceng.in,BHARATHI RAJA SOWRIRAJAN,DIRECTOR,Regular,25-Feb-14,15 years,3 years,0 years,431 - 2906565,2704527,director@igceng.in
INDRADEV INSTITUTE OF EDUCATION & TECHNOLOGY,1-40985394,"INDRADEV INSTT. OF EDU. & TECH. BAGHPAT, BAGPAT, PUTHER, Uttar Pradesh, 250606",BAGHPAT,BAGPAT,Uttar Pradesh,250609,121 - 2220855,www.iiet.co.in,indradevinstitute@yahoo.com,PREM NATH SINGHAL DR.,SECRETARY,Regular,21-Jun-08,37 years,4 years,0 years,121 - 2220855,2220260,vpy404@gmail.com
INDRAPRASTH INSTITUTE OF MANAGEMENT,1-5495323,"BEHIND AAPNO GHAR, DELHI-JAIPUR NATIONAL HIGHWAY, SECTOR-77, GURGAON-122004,  HARYANA., GURGAON, GURGAON, Haryana, 122004",GURGAON,NEW DELHI,Delhi,122004,124 - 2214023,www.iimgurgaon.com,iimgurgaon@gmail.com,SARVESHWAR KUMAR SINGH,DIRECTOR GENERAL & MANAGING DIRECTOR,Regular,04-Aug-11,15 years,0 years,2 years,124 - 2214024,2214022,srola@simtechindia.co
INDRAPRASTHA INSTITUTE OF MANAGEMENT & TECHNOLOGY,1-18909921,"1298, CIVIL LINES SOUTH, CIRCULAR ROAD, MUZAFFARNAGAR, MUZAFFARNAGAR, MUZAFFARNAGAR, Uttar Pradesh, 251001",SAHARANPUR,GHAZIABAD,Uttar Pradesh,247001,1322 - 792633,www.iimt.org.in,sckulshreshtha@rediffmail.com,S. P. SINGH,CHAIRMAN,Regular,06-Jul-11,11 years,1 years,0 years,131 - 2620890,2620890,sckulshreshtha@rediffmail.com
INDRAPRASTHA INSTITUTE OF TECHNOLOGY,1-6419651,"1-MEENA APPTT.,78 IP EXTN, PATPARGANJ,DELHI, EAST DELHI, DELHI, Delhi, 110092",GAJRAULA,EAST DELHI,Delhi,244236,5922 - 258100,www.ipit.in,ipexeducation@rediffmail.com,MUKESH PAL SINGH,SECRETARY,Acting,01-Feb-11,10 years,3 years,0 years,5922 - 258100,22234023,IPEXEDUCATION@REDIFFMAIL.COM
INDU MANAGEMENT INSTITUTE,1-20001871,"53-54, SHIV KUMUD SOCIETY,  NEAR AKOTA GARDEN , AKOTA ,VADODARA, VADODARA, VADODARA, Gujarat, 390020",VADODARA,VADODARA,Gujarat,391330,265 - 9825017334,www.indueducation.org,indumanagementinstitute@gmail.com,MANISHBHAI VYAS,CHAIRMAN,Regular,02-Aug-10,12 years,3 years,10 years,265 -,2233110,induhealth@gmail.com
"INDUBHAI PATEL COLLEGE OF PHARMACY AND RESEARCH CENTRE, DHARMAJ",1-4088523,"MOHAN CHOWK,DHARMAJ, ANAND, DHARMAJ, Gujarat, 388430",DHARMAJ,ANAND,Gujarat,388430,2697 - 245808,www.ipcprc.org,ddpc@rediffmail.com,NEHALBHAI SHAH,CHAIRMAN,Regular,25-Aug-09,16 years,10 years,2 years,2697 - 245808,245808,ddpc@rediffmail.com
INDUKAKA IPCOWALA COLLEGE OF PHARMACY,1-5150569,"3, SHREEJI SHARNAM BUNGLOWS,  NR. NEEL KAMAL SOCIETY,  VALLABH VIDYANAGAR-388120, ANAND, VALLABH VIDYANAGAR, Gujarat, 388120",NEW VALLABH VIDYANAGAR,ANAND,Gujarat,388121,2692 - 229700,www.iicp-cvm.edu.in,iicp_pharmacy@hotmail.com,HARSHA PATEL,I/C. PRINCIPAL,Incharge,05-Jan-06,15 years,10 years,3 years,2692 - 229700,229520,hvpiicp@gmail.com
INDUKAKA IPCOWALA INSTITUTE OF MANAGEMENT,1-15511421,"403, RIDDHI APARTMENT,  NR.SAPTARSHI SOCIETY/ DR.RADHA KRISHNA STATUE,  SARDAR GUNJ ROAD,  ANAND, ANAND, ANAND, Gujarat, 388001",CHANGA,ANAND,Gujarat,388421,2697 - 248221,www.charusat.ac.in,iiim@ecchanga.ac.in,GOVIND DAVE,PRINCIPAL,Regular,01-Aug-12,15 years,5 years,1 years,2697 - 248221,247100,govinddave.mba@ecchanga.ac.in
INDUR INSTITUTE OF ENGINEERING & TECHNOLOGY,1-5750084,"FLAT NO. 101  KK TOWERS,  NAGARJUNANAGAR  TARNAKA, HYDERABAD, SECUNDERABAD, Andhra Pradesh, 500007",SIDDIPET,HYDERABAD,Andhra Pradesh,502277,8457 - 230526,www.induriet.edu.in,principal@induriet.edu.in,PRABHU BENAKOP,SECRETARY & CORRESPONDENT,Regular,19-Dec-13,27 years,4 years,0 years,8457 - 230526,27016468,krishna_indur@yahoo.co.in
INDUR P.G.COLLEGE OF BUSINESS MANAGEMENT,1-7873343,"PLOT NO 301, SYMPHONY APARTMENT,DWARAKANAGAR,NIZAMABAD, NIZAMABAD, NIZAMABAD, Andhra Pradesh, 503001",BODHAN,NIZAMABAD,Andhra Pradesh,503180,8467 - 225050,www.indurinfo.in,thomasindur@gmail.com,MADAN MOHAN DEVABHAKUTHNI,DIRECTOR,Regular,26-Dec-08,15 years,6 years,5 years,8467 - 225050,225766,drdmadanmohan@gmail.com
INDUS BUSINESS ACADEMY,1-4163761,"IBA CAMPUS, PLOT NO. 44, KNOWLEDGE PARK 3, GAUTAM BUDDHA NAGAR, GREATER NOIDA, Uttar Pradesh, 201308",GREATER NOIDA,EAST DELHI,Delhi,201308,120 - 2334022,www.iba.edu.in,rjain@ibagreaternoida.org,DEBABRATA DAS,TRUSTEE,Regular,01-Jul-10,23 years,18 years,4 years,120 - 2334065,2334099,RJAIN@IBAGREATERNOIDA.ORG
INDUS BUSINESS ACADEMY,1-3099321,"6. PRASHANT BHAWAN, MAIN ROAD, GOVINDPURI,, HARIDWAR, HARIDWAR, Uttarakhand, 249401",BANGALORE,EAST DELHI,Delhi,560062,80 - 26083709,www.iba.ac.in,mj@iba.ac.in,SUBHASH SHARMA,CHAIRMAN,Regular,29-Mar-10,37 years,30 years,2 years,80 - 26083715,224038,mj@iba.ac.in
INDUS BUSINESS SCHOOL,1-3483261,"S NO 114/1/3 WAKAD-MARUNJE ROAD WAKAD PUNE 57, PUNE, PUNE, Maharashtra, 411057",PUNE,PUNE,Maharashtra,411057,20 - 22932255,www.iiebm.co.in,info@iiebm.co.in,GOVIND HEMRAJANI,PRESIDENT,Regular,05-Jan-16,10 years,5 years,20 years,-,22934745,VINODM@IIEBM.COM
INDUS COLLEGE OF ENGINEERING,1-32291594,"PLOT NO.: 52, FOERST PARK, KHORDHA, BHUBANESWAR, Orissa, 751009",BHUBANESWAR,KHORDHA,Orissa,752050,674 - 6742111590,www.indus.ac.in,info@indus.ac.in,KAILASH CHANDRA MOHANTY,PUBLIC RELATION OFFICER,Regular,01-Sep-09,8 years,21 years,5 years,674 - 2111592,2595035,bkdash.vidyog@gmail.com
INDUS INSTITUTE OF ENGINEERING AND TECHNOLOGY,1-14699598,"#1250,URBAN-ESTATE, JIND, JIND, JIND, Haryana, 126102",JIND,NEW DELHI,Delhi,126114,1683 - 260666,www.iietjind.com,iietjind@gmail.com,SHELLY GARG,PRINCIPAL,Regular,14-Jun-11,14 years,0 years,0 years,1683 - 260666,260667,S.SINGLA428@GMAIL.COM
INDUS INSTITUTE OF TECHNOLOGY &  ENGINEERING,1-6625711,"VILLAGE:RANCHARDA,  SUB DIST(TALUKA): KALOL,  DIST: GANDHINAGAR-382 115  GUJARAT, (INDIA), GANDHINAGAR, RANCHARDA, Gujarat, 382115",AHMEDABAD (A'BAD URBAN DEV. AUTHO.),GANDHINAGAR,Gujarat,382115,2764 - 260277,www.indusuni.ac.in,pareshmaniar.cao@indusuni.ac.in,SHASHI TANDON,JOINT REGISTRAR,Regular,19-Apr-10,5 years,4 years,18 years,2764 - 260277,260279,jt.registrar@indusuni.ac.in
INDUS INSTITUTE OF TECHNOLOGY & MANAGEMENT,1-3954924,"BILHAUR, KANPUR NAGAR, KANPUR NAGAR, BILHAUR, Uttar Pradesh, 209202",BILHAUR,KANPUR NAGAR,Uttar Pradesh,209202,5112 - 271475,www.iitmkanpur.ac.in,dheeraj@iitmkanpur.ac.in,DR PRABIR KUMAR MANNA,REGISTRAR,Regular,08-Dec-12,13 years,4 years,12 years,5112 - 271475,271475,dheeraj@iitmkanpur.ac.in
INDUS SCHOOL OF BUSINESS MANAGEMENT,1-4592583,"A-162 DEFENCE COLONY, MAWANA ROAD , MEERUT, MEERUT, MEERUT, Uttar Pradesh, 250001",KHALIKPUR,MEERUT,Uttar Pradesh,124103,124 - 4057653,www.isbsm.edu.in,brijeducation@gmail.com,VINOD DUMBLEKAR,SECRETARY,Regular,15-Oct-12,17 years,0 years,13 years,11 - 46542900,1166173969,brijeducation@gmail.com
INDUS SCHOOL OF ENGINEERING,1-467939061,"BARAKUDA HEIGHTS, PANCHAGAON, KHORDHA, BHUBANESWAR, Orissa, 752050",BHUBANESWAR,KHORDHA,Orissa,752050,674 - 7894449359,www.indus.ac.in,info@indus.ac.in,SANGRAM PATTNAYAK,DIRECTOR,Regular,,10 years,3 years,5 years,674 -,259035,info@indus.ac.in
INFANT JESUS COLLEGE OF ENGINEERING,1-4553557,"90, ELIM NAGAR, CHENNAI, PERUNGUDI, Tamil Nadu, 600096",THOOTHUKUDI,CHENNAI,Tamil Nadu,628851,914630 - 302600,www.ijce.ac.in,chairman@ijce.ac.in,VELMURUGAN V,DIRECTOR,Regular,27-Aug-14,17 years,3 years,3 years,4630 - 302631,24985535,chairman@ijce.ac.in
INFANT JESUS POLYTECHNC COLLEGE,1-433907341,"K.KALLIKUDI  RAMJEE NAGAR(PO)  TRICHY 620009, TIRUCHIRAPPALLI, TRICHY, Tamil Nadu, 620009",K.KALLIKUDI,TIRUCHIRAPPALLI,Tamil Nadu,620009,91431 - 2690429,www.ijpc98.com,infantjesus_jjir2003@yahoo.co.in,VELMURUGAN P,CHAIRMAN,Regular,01-Jun-12,8 years,0 years,1 years,91431 - 2690429,2690009,infantjesus_jjir2003@yahoo.co.in
INFINITY INSTITUTE OF MANAGEMENT & TECHNOLOGY,1-525400571,"MOHALLA - KAYASTHWARA, NEAR SHIV CHOWK,   DEOBAND, SAHARANPUR, DEOBAND, Uttar Pradesh, 247554",DEOBAND,SAHARANPUR,Uttar Pradesh,247554,1336 - 220200,www.infinityedu.com,a_k_singhal2002@yahoo.co.in,RAHUL GUPTA,CHAIRMAN,Regular,01-Dec-13,10 years,1 years,0 years,-,220300,a_k_singhal2002@yahoo.co.in
INFINITY INSTITUTE OF TECHNOLOGY,1-454008531,"PLOT NO 442 VILLAGE TIKARI  TALUKA KANJASA POST JASRA ALLAHABAD, ALLAHABAD, ALLAHABAD, Uttar Pradesh, 211001",ALLAHABAD,ALLAHABAD,Uttar Pradesh,211001,532 - 3911495,www.infinityigi.com,infinity.institution@gmail.com,BHANU SHANKER CHAURASIA,VICE-CHAIRMAN,Regular,01-Apr-14,7 years,4 years,19 years,532 - 2465041,3911495,infinity.institution@gmail.com
INFINITY MANAGEMENT & ENGINEERING COLLEGE,1-11448494,"INFINITY MANAGEMENT & ENGINEERING COLLEGE CAMPUS, UNIVERSITY ROAD, PATHARIA JAT, SAGAR-470228, SAGAR, SAGAR, Madhya Pradesh, 470228",SAGAR,SAGAR,Madhya Pradesh,470228,7582 - 281318,www.ojaswini.org/infinity,dmalaiya@gmail.com,DAMODAR RAI,SECRETARY,Regular,18-Feb-14,3 years,31 years,6 years,7582 - 281318,281318,dmalaiya@gmail.com
INFO INSTITUTE OF ENGINEERING,1-5978774,"43G, GANESH GARDENS,  GANAPATHY,  COIMBATORE, COIMBATORE, COIMBATORE, Tamil Nadu, 641006",COIMBATORE,COIMBATORE,Tamil Nadu,641107,422 - 2363700,www.infoengg.com,info@infoengg.com,KOTTISWARAN NATESAN,CHAIRMAN,Regular,03-Nov-14,22 years,0 years,0 years,422 - 2654500,2654888,info@infoengg.com
INGRAHAM POLYTECHNIC,1-495353761,"INGRAHAM INSTITUTE  HAPUR ROAD  GHAZIABAD, GHAZIABAD, GHAZIABAD, Uttar Pradesh, 201001",GHAZIABAD,GHAZIABAD,Uttar Pradesh,201001,120 - 2825222,www.ingrahaminstitute.com,ingrahampolytechnic@yahoo.com,PRAKASH JETHRO,PRINCIPAL,Regular,02-May-12,0 years,0 years,0 years,120 - 2821612,2820101,ashuu26@gmail.com
INJ BUSINESS SCHOOL,1-2935171,"INJ BUSINESS SCHOOL, PLOT NO.10, KNOWLEDGE PARK-III, GREATER NOIDA, GAUTAM BUDDHA NAGAR, GREATER NOIDA, Uttar Pradesh, 201306",GREATER NOIDA,GHAZIABAD,Uttar Pradesh,201306,120 - 2323902,www.injbs.org,idealakjain@yahoo.com,PREETI MITTAL,CHAIRMAN,Regular,26-Nov-11,16 years,2 years,20 years,120 - 2323902,2323905,idealakjain@yahoo.com
INNOCENT HEARTS GROUP OF INSTITUTIONS,1-4708241,"355-A, KAROL BAGH, BEHIND LAWRENCE INTERNATIONAL SCHOOL, BYE PASS,, JALANDHAR, JALANDHAR, Punjab, 144009",JALANDHAR,JALANDHAR,Punjab,144026,181 - 2790024,www.ihgi.in,info@ihgi.in,SHAILESH TRIPATHI,DIRECTOR,Regular,21-Jun-10,10 years,0 years,20 years,181 - 2790024,2790027,groupdirector@ihgi.in
INNOVATION - THE BUSINESS SCHOOL,1-8305761,"VIM 154, SAILESHREE VIHAR, CHANDRASEKHARPUR, KHORDHA, BHUBANESWAR, Orissa, 751021",KHURDA,KHORDHA,Orissa,752055,674 - 2742400,www.ibschool.org.in,contactus@ibschool.org.in,BHAGABAT NATH,MANAGING TRUSTEE CUM SECRETARY,Regular,01-Dec-11,32 years,29 years,0 years,674 -,2742400,sukhjinder05@gmail.com
INNOVATIVE COLLEGE OF PHARMACY,1-5067851,"PLOT NO.6, KNOWLEDGE PARK-2, GREATER NOIDA, GAUTAM BUDDHA NAGAR, GREATER NOIDA, Uttar Pradesh, 201308",GREATER NOIDA,SOUTH DELHI,Delhi,201308,120 - 6524033,www.innovativepharmacy.org,professordrkrs@gmail.com,R.K ROY,CHAIRMAN,Regular,16-Oct-12,21 years,11 years,0 years,120 - 6524034,2328259,professordrkrs@gmail.com
INNOVATIVE INSTITUTE OF TECHNOLOGY & MANAGEMENT,1-5926311,"INNOVATIVE INSTITUTE OF TECHNOLOGY&MANAGEMENT GANNAUR DISTT SONEPAT, SONEPAT, GANNAUR, Haryana, 131101",SONEPAT,NORTH DELHI,Delhi,131101,130 - 1004009,www.iitmsonepat.com,innovative.stm@gmail.com,ARUN KUMAR SINGH,NODDAL OFFICER,Regular,01-Nov-11,18 years,5 years,10 years,130 -,4001008,innovative.stm@gmail.com
"INS SHIVAJI, CENTRE OF MARINE ENGINEERING TECHNOLOGY",1-455915773,"CDR SHISHIR DIXIT,  TADEC (CMET),  INS SHIVAJI, PUNE, LONAVALA, Maharashtra, 410402",LONAVALA,PUNE,Maharashtra,410402,2114 - 285293,www.insshivaji.edu.in,oiccmet@pn3.vsnl.net.in,RAVNISH SETH,CDR TADEC,Regular,17-May-12,4 years,1 years,21 years,2114 - 284494,284494,shishir55@hotmail.com
INS VALSURA,1-808357074,"TDEC(TRAINING DESIGN AND EVALUATION CELL), LTS  INS VALSURA, JAMNAGAR, JAMNAGAR, Gujarat, 361150",JAMNAGAR,JAMNAGAR,Gujarat,361150,288 - 2883987314,www.indiannavy.nic.in/ins valsura,kartikuppal@yahoo.co.uk,SIVAKUMAR BALAKRISHNAN,SO TD,Regular,02-Jan-14,3 years,0 years,28 years,288 - 3987200,2882522053,kartikuppal@yahoo.co.uk
"INSITITUTE OF MANAGEMENT TECHNOLOGY, GHAZIABAD",1-7112201,"C-908, FORTUNE RESIDENCY, RAJ NAGAR EXTENSION, GHAZIABAD, GAUTAM BUDDHA NAGAR, GHAZIABAD, Uttar Pradesh, 201001",GHAZIABAD,GHAZIABAD,Uttar Pradesh,201001,120 - 3002202,www.imt.edu,director@imt.edu,Surinder Batra,ADMINISTRATIVE OFFICER,Regular,01-Dec-10,9 years,0 years,34 years,120 - 3002210,2825020,rpandey@imt.edu
INSITUTE OF TECHNOLOGY KORBA,1-32037656,"BALCO URGA RING ROAD, VILLAGE JHAGRAHA, POST RISHDI, KORBA-495683, KORBA, JHAGRAHA KORBA, Chhattisgarh, 495683",KORBA,KORBA,Chhattisgarh,495684,7759 - 659874,www.itkorba.com,korbait@rediffmail.com,DR.  BALBIR SINGH CHAWLA,PRINCIPAL,Incharge,12-Mar-08,32 years,7 years,0 years,7759 - 659874,228605,korbait@rediffmail.com
INSTITUTE FOR FINANCIAL MANAGEMENT AND RESEARCH,1-2056084421,"D-001, SAGAR PREMIUM TOWERS, J K HOSPITAL ROAD KOLAR, BHOPAL, BHOPAL, Madhya Pradesh, 462042",SATYAVEDU,CHENNAI,Tamil Nadu,517541,8623 - 9176696664,www.ifmrsricity.ac.in,sundar@ifmr.ac.in,PRANA BISWAS,DIRECTOR,Regular,15-Apr-12,32 years,32 years,0 years,-,28279208,pkb@ifmr.ac.in
INSTITUTE FOR FINANCIAL MANAGEMENT AND RESEARCH,1-6629801,"NEW NO.24 (OLD NO.30)  KOTHARI ROAD  NUNGAMBAKKAM  CHENNAI 600034, CHENNAI, CHENNAI, Tamil Nadu, 600034",CHENNAI,CHENNAI,Tamil Nadu,600034,44 - 28303400,www.ifmr.ac.in,enq@ifmr.ac.in,BALASUBRAMANIAN G,DIRECTOR,Regular,22-Aug-85,25 years,17 years,2 years,44 - 28303400,28279208,bala@ifmr.ac.in
"INSTITUTE FOR FUTURE EDUCATION, ENTREPRENEURSHIP AND LEADERSHIP",1-6840181,"I FEEL, GUT NO-178, OFF EKVEERA DEVI GRAMASTHAN ROAD, VILLAGE- KARLA, TAL- MAVAL, DISTT- PUNE,  PUNE-410405., PUNE, KARLA, Maharashtra, 410405",KARLA,MUMBAI CITY,Maharashtra,410405,2114 - 282192,www.ifeel.edu.in,director@ifeel.edu.in,SANJAY SALUNKHE,DEAN,Regular,10-Feb-14,15 years,5 years,23 years,2114 - 282192,282818,director@ifeel.edu.in
INSTITUTE FOR TECHNOLOGY & MANAGEMENT,1-4214681,"SHANTI NIKETAN, BUILDING NO. 14, R.NO-2, NL-06, SECTOR-09, NERUL, (E) NAVI MUMBAI -400706, RAIGAD, NAVI MUMBAI, Maharashtra, 410210","KHARGHAR, NAVI MUMBAI",MUMBAI CITY,Maharashtra,410210,22 - 27740074,www.itm.edu,jayshelar@itm.edu,CHANDAN SINGH ADHIKARI,DIRECTOR-OPERATIONS,Regular,12-Jul-00,12 years,20 years,29 years,22 - 27740074,27740950,jayshelar@itm.edu
INSTITUTE FOR TECHNOLOGY AND MANAGEMENT,1-4632141,"INSTITUTE FOR TECHNOLOGY AND MANAGEMENT  11/D14, SIPCOT IT PARK,   4TH MAIN ROAD,  RAJIV GANDHI SALAI (OMR)  SIRUSERI, PUDUPAKKAM PO  CHENNAI, KANCHIPURAM, CHENNAI, Tamil Nadu, 603103",CHENNAI,MUMBAI CITY,Maharashtra,603103,44 - 27470525,www.http://chennai.itm.edu.in,chennai@itm.edu,PRASANNA SIVANANDAM,REGISTRAR,Regular,08-Apr-15,18 years,8 years,2 years,44 - 27470525,27470524,chennairegistrar@itm.edu
INSTITUTE FOR TECHNOLOGY AND MANAGEMENT,1-2755053,"INSTITUTE FOR TECHNOLOGY AND MANAGEMNT  BEHIND MEENAKSHI TEMPLE, HULIMAVU,  BANNERGHATTA ROAD, BANGALORE URBAN, BANGALORE, Karnataka, 560076",BANGALORE,MUMBAI CITY,Maharashtra,560076,80 - 26580776,www.bangalore.itm.edu.in,bangalore@itm.edu,SARITA IYER,REGISTRAR & ASST. DIRECTOR,Regular,10-Jul-14,15 years,0 years,4 years,80 - 26585737,26585736,srikumar@itm.edu
INSTITUTE OF ADVANCED MANAGEMENT,1-436278001,"189 KALITALA ROAD., KOLKATA, KOLKATA, West Bengal, 700078",BIDHAN NAGAR,KOLKATA,West Bengal,700102,33 - 23679347,www.iam.ac.in,director@iam.ac.in,MAITREYEE CHAUDHURI,ADMINISTRATIVE OFFICER,Regular,01-Jun-89,16 years,0 years,6 years,33 - 23674645,23679205,pradip.bag@iam.ac.in
INSTITUTE OF ADVANCED MANAGEMENT & TECHNOLOGY,1-10509624,"103, ARYA NAGAR, SURAJ KUND, ROAD, MEERUT, MEERUT, MEERUT, Uttar Pradesh, 250001",MEERUT,MEERUT,Uttar Pradesh,250001,121 - 2646835,www.iamt.co.in,info@iamt.co.in,PROF. COL.SATISH CHAND SHARMA,SECRETARY,Regular,25-May-08,19 years,0 years,20 years,121 - 2952421,1212952421,punitmohansharma@gmail.com
INSTITUTE OF ADVANCED MANAGEMENT AND RESERCH,1-5403541,"9 MILE STONE,DELHI-MEERUT ROAD,DUHAI,GHAZIABAD, GHAZIABAD, DUHAI, Uttar Pradesh, 201206",GHAZIABAD,GHAZIABAD,Uttar Pradesh,201206,120 - 2675904,www.iamr.edu.in,info@iamrindia.com,KUMAR RAVINDRA,SECRETARY,Regular,01-Apr-15,10 years,10 years,20 years,120 - 2675904,2679145,sanjay.iamr@gmail.com
